Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,MANGALI TANDA - KAR,1,DOMESTIC,180,150,6894,105.87
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,MEKALA THANDA-KAR,1,DOMESTIC,238,172,8888,133.77
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,NADIMOOR-KAR,1,DOMESTIC,70,41,1559,27.73
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,P KAMALA PURAM-KAR,1,DOMESTIC,81,63,2807,54.81
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,PATHACHANNAGULAGADDA,1,DOMESTIC,25,22,953,6.96
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,PEDA THANDA-KAR,1,DOMESTIC,143,96,5350,86.08
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,PERE PALLY-KAR,1,DOMESTIC,776,627,28517,514.95
KHAMMAM,KHAMMAM,KOTHALINGALA,KAREPALLY,POLAMPALLY-KAR,1,DOMESTIC,243,195,7989,132.8
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,DARAVEEDU,1,DOMESTIC,666,404,23087,351.12
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,GANESWARAM,1,DOMESTIC,415,353,18366,227.49
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,KAMANCHIKAL,1,DOMESTIC,815,628,39898,728.351
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,KOYACHILAKA,1,DOMESTIC,808,669,49430,860.63
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,MUTHYALAGUDEM,1,DOMESTIC,95,80,5018,79.42
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,PUVVADA UDAY NAGAR,1,DOMESTIC,856,822,38787,838.76
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,Padamati thanda,1,DOMESTIC,34,33,2020,38.0
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,RAGHUNADHAPALEM,1,DOMESTIC,2078,1782,126220,2658.773
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,SIVAYAGUDEM,1,DOMESTIC,210,165,13142,145.013
KHAMMAM,KHAMMAM,RAGUNADAPALEM,RAGUNADAPALEM,VEPAKUNTLA,1,DOMESTIC,521,416,23776,1720.8
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,AREMPULA,SEETHARAMPURAM,1,DOMESTIC,189,184,11638,175.131
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,AREMPULA,SRI CITY,1,DOMESTIC,477,476,55691,1447.0
